场景,N月,月均持仓,月均收益,年化收益%,Alpha(月),Alpha(NW_t),Alpha显著,年化Alpha%,MKT,SMB,HML,RMW,CMA,AdjR2,夏普(年化)
正向_top20%_纯INV,222,190.73423423423424,-0.0035290335055526705,-4.234840206663205,-0.016336485625164026,-10.481163728574002,***,-19.603782750196828,1.0171054730260045,0.6826167797838449,0.285309138475312,-0.2891328730258537,0.5553765038405032,0.8843972268280282,-0.2155325475623252
反向_bottom20%_纯INV,222,189.5990990990991,0.028848271868650452,34.61792624238054,0.018367237618101523,8.134997089468982,***,22.040685141721827,1.0045497141409863,0.39188036009562227,-0.2852672809611574,-0.5353076364725888,0.6142147000804776,0.8949680397536329,1.0929095337681796
正向_top20%_去INV,234,194.1239316239316,-0.001865281071692913,-2.238337286031496,-0.018715762373338413,-11.060644013251759,***,-22.458914848006096,0.972926581216871,0.7513312460164676,0.589928849442862,-0.6431678591789831,0.6434395833618564,0.8748029856967189,-0.14004660794654306
反向_bottom20%_去INV,234,192.93589743589743,0.034454505102553205,41.345406123063846,0.02159267120526119,7.451596183695312,***,25.911205446313428,1.002328655563054,0.2692542342995763,-0.39638472314946205,-0.6442225250117586,0.39462666316405515,0.8690015250675417,1.2596825124300248
正向_top20%_ROE填INV,234,194.1239316239316,-0.0003598420776357991,-0.43181049316295894,-0.016606489425081156,-9.98272417911584,***,-19.92778731009739,0.9869255243565329,0.694710598685253,0.3914415311642153,-0.5413239658000727,0.4893783533825008,0.876548554313058,-0.08317451733524835
反向_bottom20%_ROE填INV,234,192.94017094017093,0.033856560317657526,40.627872381189036,0.020106058451512518,7.17702475985397,***,24.12727014181502,0.9953949699155886,0.34352235074349724,-0.2535759929280056,-0.8057709413914269,0.6150376941064084,0.8727679812235312,1.216888031568986
