场景,N个月,Alpha(月),Alpha(NW t),Alpha_显著,Alpha(年化%),Beta_MKT,Beta_SMB,Beta_HML,Beta_RMW,Beta_CMA,Adj_R2,夏普(年化),月均收益,月均超额
A_4factor_INVpure,222,-0.016336485625164026,-10.481163728574002,***,-19.603782750196828,1.0171054730260045,0.6826167797838449,0.285309138475312,-0.2891328730258537,0.5553765038405032,0.8843972268280282,-0.2155325475623252,-0.0035290335055526705,-0.005290601649002
B_3factor_noINV,234,-0.018715762373338413,-11.060644013251759,***,-22.458914848006096,0.972926581216871,0.7513312460164676,0.589928849442862,-0.6431678591789831,0.6434395833618564,0.8748029856967189,-0.14004660794654306,-0.001865281071692913,-0.0036460613257897237
C_4factor_INVuse,234,-0.016606489425081156,-9.98272417911584,***,-19.92778731009739,0.9869255243565329,0.694710598685253,0.3914415311642153,-0.5413239658000727,0.4893783533825008,0.876548554313058,-0.08317451733524835,-0.0003598420776357991,-0.002140622331732611
